# taken-at: 5323d9e 2026-08-15
# s399 (#323): assignwarn.t 116->96 and hashassign.t 309->305 EDITED BY HAND, not re-blessed —
#   the three t/test.pl warning helpers stopped manufacturing a pass, so 24 rows became honest
#   failures.  Cause for every one: PCL emits no warnings-gated diagnostic
#   (docs/not-supported.md section "Warnings-gated diagnostics are absent"; owner task #221).
# s405 (#346 harness half): ref.t 190 -> 191 EDITED BY HAND.  tools/pclperl-for-tests
#   stopped printing 56 blank stderr lines per child (s404l), so one of the 23
#   fresh_perl/runperl exact-output comparisons in that file now matches.  The
#   companion half moved the same way (t/op/ref.t 196 -> 197).
aassign.t	OK	173	15	189
anonsub.t	OK	1	0	1
append.t	OK	13	0	13
args.t	OK	22	1	23
arith.t	OK	183	0	183
arith2.t	OK	9	0	9
array.t	OK	169	15	195
assignwarn.t	OK	96	20	116
auto.t	OK	47	0	47
bless.t	OK	106	0	106
blocks.t	OK	16	9	26
bool.t	OK	8	0	8
bop.t	PARTIAL	251	256	510
caller.t	PARTIAL	15	49	112
chars.t	OK	34	0	34
chdir.t	OK	25	0	44
chop.t	PARTIAL	96	0	148
chr.t	OK	38	0	42
closure.t	OK	272	4	278
cmpchain.t	OK	1476	0	1476
concat.t	OK	234	0	225
concat2.t	OK	4	0	4
cond.t	OK	4	0	4
context.t	OK	7	1	8
crypt.t	OK	5	0	6
defined.t	OK	5	0	5
defins.t	OK	27	0	27
delete.t	OK	53	3	56
die.t	OK	3	0	3
die_exit.t	OK	17	0	17
do.t	OK	65	3	73
dor.t	OK	32	0	34
each.t	OK	51	0	65
each_array.t	OK	65	0	65
errno_test.t	OK	2	0	2
eval.t	PARTIAL	127	33	169
exists_sub.t	OK	18	0	18
exp.t	OK	30	0	31
flip.t	OK	12	2	14
for.t	OK	131	0	132
grent.t	OK	3	0	3
grep.t	OK	71	0	77
hash.t	OK	7	7	14
hashassign.t	OK	305	4	309
hexfp.t	OK	106	15	125
if.t	OK	2	0	2
index.t	OK	110	0	120
infnan.t	OK	1106	0	1112
int.t	OK	19	0	19
isa.t	OK	14	0	14
join.t	OK	43	0	43
kvaslice.t	OK	17	0	17
kvhslice.t	OK	39	0	39
lc.t	OK	82	0	2659
length.t	PARTIAL	35	3	49
lex.t	OK	45	0	53
local.t	OK	303	13	319
loopctl.t	OK	67	0	67
lop.t	OK	47	0	47
magic.t	PARTIAL	149	40	208
method.t	PARTIAL	97	34	163
min_local.t	OK	10	0	10
multideref.t	PARTIAL	42	10	65
my.t	OK	52	0	52
negate.t	OK	47	0	47
not.t	OK	20	0	24
num.t	OK	56	0	56
oct.t	OK	79	0	79
or.t	OK	11	2	14
ord.t	OK	38	0	38
pack.t	OK	5636	89	14722
parent.t	OK	7	2	9
pos.t	OK	15	15	30
postfixderef.t	PARTIAL	96	25	128
pow.t	OK	268	0	268
print.t	OK	2	1	3
push.t	OK	32	0	32
qq.t	OK	30	0	30
qr.t	OK	23	14	37
quotemeta.t	OK	38	2	60
range.t	OK	158	0	162
readline.t	PARTIAL	23	5	36
recurse.t	OK	27	1	28
ref.t	PARTIAL	191	17	245
reset.t	PARTIAL	41	0	45
reverse.t	OK	25	0	25
scalar.t	OK	84	32	128
signatures.t	OK	888	90	979
sleep.t	OK	4	0	4
sort.t	OK	203	1	205
splice.t	OK	34	0	34
split.t	OK	184	9	219
sprintf.t	OK	532	25	559
sprintf2.t	OK	1619	23	1678
state.t	PARTIAL	158	0	166
study.t	OK	43	0	43
sub.t	OK	62	2	65
substr.t	OK	374	8	397
time.t	OK	72	0	72
tr.t	PARTIAL	239	3	317
translate.t	OK	257	0	257
undef.t	OK	30	0	35
unshift.t	OK	19	0	19
vec.t	OK	76	0	78
wantarray.t	OK	27	1	28
warn.t	OK	11	0	11
while.t	OK	4	0	4
yadayada.t	PARTIAL	21	12	34
